,Open,High,Low,Close,Adj Close,Volume
2022-04-11 00:00:00+01:00,1.089680790901184,1.0901559591293335,1.0887316465377808,1.0888501405715942,1.0888501405715942,0
2022-04-11 01:00:00+01:00,1.0887316465377808,1.089561939239502,1.0883761644363403,1.0890873670578003,1.0890873670578003,0
2022-04-11 02:00:00+01:00,1.0893245935440063,1.0900371074676514,1.0888501405715942,1.0893245935440063,1.0893245935440063,0
2022-04-11 03:00:00+01:00,1.0893245935440063,1.0893245935440063,1.087902545928955,1.0882576704025269,1.0882576704025269,0
2022-04-11 04:00:00+01:00,1.0884946584701538,1.0889687538146973,1.088020920753479,1.0886130332946777,1.0886130332946777,0
2022-04-11 05:00:00+01:00,1.0884946584701538,1.0893245935440063,1.0883761644363403,1.0889687538146973,1.0889687538146973,0
2022-04-11 06:00:00+01:00,1.0889687538146973,1.089561939239502,1.0884946584701538,1.089561939239502,1.089561939239502,0
2022-04-11 07:00:00+01:00,1.0894432067871094,1.089561939239502,1.0877841711044312,1.0884946584701538,1.0884946584701538,0
2022-04-11 08:00:00+01:00,1.0883761644363403,1.0918222665786743,1.0883761644363403,1.0911074876785278,1.0911074876785278,0
2022-04-11 09:00:00+01:00,1.091226577758789,1.0920606851577759,1.0907504558563232,1.0909883975982666,1.0909883975982666,0
2022-04-11 10:00:00+01:00,1.091226577758789,1.0934937000274658,1.0907504558563232,1.0928961038589478,1.0928961038589478,0
2022-04-11 11:00:00+01:00,1.0930156707763672,1.0937328338623047,1.0909883975982666,1.0915838479995728,1.0915838479995728,0
2022-04-11 12:00:00+01:00,1.0917030572891235,1.0917030572891235,1.0901559591293335,1.0906314849853516,1.0906314849853516,0
2022-04-11 13:00:00+01:00,1.0905125141143799,1.091226577758789,1.089561939239502,1.0907504558563232,1.0907504558563232,0
2022-04-11 14:00:00+01:00,1.0909883975982666,1.0909883975982666,1.0883761644363403,1.0884946584701538,1.0884946584701538,0
2022-04-11 15:00:00+01:00,1.0883761644363403,1.0900371074676514,1.0883761644363403,1.0899182558059692,1.0899182558059692,0
2022-04-11 16:00:00+01:00,1.089680790901184,1.0901559591293335,1.0876659154891968,1.088139295578003,1.088139295578003,0
2022-04-11 17:00:00+01:00,1.0875475406646729,1.0889687538146973,1.0875475406646729,1.0884946584701538,1.0884946584701538,0
2022-04-11 18:00:00+01:00,1.0886130332946777,1.0893245935440063,1.088139295578003,1.0886130332946777,1.0886130332946777,0
2022-04-11 19:00:00+01:00,1.0884946584701538,1.0897995233535767,1.0884946584701538,1.0893245935440063,1.0893245935440063,0
2022-04-11 20:00:00+01:00,1.0893245935440063,1.089680790901184,1.0884946584701538,1.0887316465377808,1.0887316465377808,0
2022-04-11 21:00:00+01:00,1.0887316465377808,1.0890873670578003,1.0883761644363403,1.0886130332946777,1.0886130332946777,0
2022-04-11 22:00:00+01:00,1.0886130332946777,1.0890873670578003,1.0884946584701538,1.0887316465377808,1.0887316465377808,0
2022-04-11 23:00:00+01:00,1.0888501405715942,1.0893245935440063,1.0882576704025269,1.0887316465377808,1.0887316465377808,0
2022-04-12 00:00:00+01:00,1.0884946584701538,1.0888501405715942,1.088020920753479,1.088139295578003,1.088139295578003,0
2022-04-12 01:00:00+01:00,1.088020920753479,1.0888501405715942,1.0874292850494385,1.0877841711044312,1.0877841711044312,0
2022-04-12 02:00:00+01:00,1.087902545928955,1.087902545928955,1.08695650100708,1.0874292850494385,1.0874292850494385,0
2022-04-12 03:00:00+01:00,1.0876659154891968,1.087902545928955,1.08695650100708,1.0874292850494385,1.0874292850494385,0
2022-04-12 04:00:00+01:00,1.0874292850494385,1.088139295578003,1.0874292850494385,1.0877841711044312,1.0877841711044312,0
2022-04-12 05:00:00+01:00,1.0877841711044312,1.0887316465377808,1.0877841711044312,1.0882576704025269,1.0882576704025269,0
2022-04-12 06:00:00+01:00,1.0882576704025269,1.0884946584701538,1.087311029434204,1.087311029434204,1.087311029434204,0
2022-04-12 07:00:00+01:00,1.0874292850494385,1.0876659154891968,1.0864840745925903,1.0866022109985352,1.0866022109985352,0
2022-04-12 08:00:00+01:00,1.0864840745925903,1.0874292850494385,1.0856584310531616,1.0874292850494385,1.0874292850494385,0
2022-04-12 09:00:00+01:00,1.0871928930282593,1.0874292850494385,1.085894227027893,1.0864840745925903,1.0864840745925903,0
2022-04-12 10:00:00+01:00,1.0864840745925903,1.0877841711044312,1.0864840745925903,1.0875475406646729,1.0875475406646729,0
2022-04-12 11:00:00+01:00,1.0875475406646729,1.087902545928955,1.08695650100708,1.0871928930282593,1.0871928930282593,0
2022-04-12 12:00:00+01:00,1.087074637413025,1.0874292850494385,1.0857763290405273,1.0863661766052246,1.0863661766052246,0
2022-04-12 13:00:00+01:00,1.0862481594085693,1.0905125141143799,1.0854227542877197,1.0899182558059692,1.0899182558059692,0
2022-04-12 14:00:00+01:00,1.0893245935440063,1.0903936624526978,1.087311029434204,1.087311029434204,1.087311029434204,0
2022-04-12 15:00:00+01:00,1.0876659154891968,1.0893245935440063,1.0875475406646729,1.0877841711044312,1.0877841711044312,0
2022-04-12 16:00:00+01:00,1.0875475406646729,1.088020920753479,1.0854227542877197,1.0856584310531616,1.0856584310531616,0
2022-04-12 17:00:00+01:00,1.0855406522750854,1.0866022109985352,1.0837758779525757,1.0843634605407715,1.0843634605407715,0
2022-04-12 18:00:00+01:00,1.0843634605407715,1.0847163200378418,1.0830715894699097,1.0830715894699097,1.0830715894699097,0
2022-04-12 19:00:00+01:00,1.0831888914108276,1.0835410356521606,1.0824854373931885,1.0834236145019531,1.0834236145019531,0
2022-04-12 20:00:00+01:00,1.0833063125610352,1.0837758779525757,1.0831888914108276,1.0836584568023682,1.0836584568023682,0
2022-04-12 21:00:00+01:00,1.0833063125610352,1.0835410356521606,1.0828369855880737,1.0828369855880737,1.0828369855880737,0
2022-04-12 22:00:00+01:00,1.0829542875289917,1.0835410356521606,1.0827198028564453,1.0831888914108276,1.0831888914108276,0
2022-04-12 23:00:00+01:00,1.0830715894699097,1.0835410356521606,1.0829542875289917,1.0830715894699097,1.0830715894699097,0
2022-04-13 00:00:00+01:00,1.0831888914108276,1.0833063125610352,1.082602620124817,1.0828369855880737,1.0828369855880737,0
2022-04-13 01:00:00+01:00,1.0828369855880737,1.0831888914108276,1.081548810005188,1.0818997621536255,1.0818997621536255,0
2022-04-13 02:00:00+01:00,1.0818997621536255,1.0833063125610352,1.0818997621536255,1.0833063125610352,1.0833063125610352,0
2022-04-13 03:00:00+01:00,1.0834236145019531,1.0842459201812744,1.0830715894699097,1.0838934183120728,1.0838934183120728,0
