timestamp,open,high,low,close
2022-05-12,66.00000,67.00000,63.00000,64.50000
2022-05-11,69.82500,69.87710,65.25000,66.73340
2022-05-10,70.12640,70.12640,67.25000,70.12050
2022-05-09,66.50000,70.50000,66.50000,70.11380
2022-05-06,64.82050,68.62500,62.90000,67.50000
2022-05-05,65.95000,66.25000,61.72500,64.77500
2022-05-04,68.24380,68.25360,63.87500,66.48530
2022-05-03,70.59140,71.00000,65.36650,68.24030
2022-05-02,70.35000,71.87500,69.24900,70.58630
2022-04-29,72.74250,72.75470,68.00250,70.60000
2022-04-28,73.82500,74.40950,69.10000,72.75020
2022-04-27,74.23230,75.73250,71.27500,73.73710
2022-04-26,75.14280,75.27500,71.94950,74.24770
2022-04-25,77.00000,77.54000,71.87500,75.14800
2022-04-22,80.87310,80.87310,75.27400,76.62500
2022-04-21,82.30000,82.81420,78.50000,80.86830
2022-04-20,80.57500,84.37400,79.05000,82.73830
2022-04-19,80.53350,81.20150,77.52500,80.73530
2022-04-18,82.75000,82.75000,78.75000,80.37500
2022-04-15,82.12500,83.00000,79.87500,82.75000
2022-04-14,81.70000,83.24000,79.67500,81.87500
2022-04-13,85.35360,85.38000,80.75000,82.40000
2022-04-12,82.52030,85.36030,81.12500,85.36030
2022-04-11,80.24830,84.75000,79.50000,83.49490
2022-04-08,79.24790,81.59000,75.62500,79.50000
2022-04-07,82.10540,82.13810,76.50000,79.24270
2022-04-06,82.50000,84.29900,80.25000,82.11070
2022-04-05,83.23970,85.39350,81.62500,84.24030
2022-04-04,83.99430,85.25200,80.05000,83.24660
2022-04-01,81.74370,86.25000,80.25000,85.00000
2022-03-31,83.49190,83.50000,75.50000,81.73920
2022-03-30,88.99280,88.99280,81.00000,83.48920
2022-03-29,95.00000,95.75000,82.12500,85.00000
2022-03-28,100.87130,101.12500,92.50000,94.50000
2022-03-25,101.50000,102.24360,96.40000,101.25000
2022-03-24,95.25000,102.00000,94.62500,100.75000
2022-03-23,105.25000,106.25000,93.50000,95.25000
2022-03-22,105.90000,107.75000,101.50000,105.25000
2022-03-21,101.10270,107.50000,100.35000,105.90000
2022-03-18,102.37500,107.25000,95.62500,103.00000
2022-03-17,95.75000,105.61700,94.50000,102.00000
2022-03-16,105.00000,109.00000,93.75000,95.50000
2022-03-15,119.65000,120.48820,98.49500,104.75000
2022-03-14,132.98480,132.99200,109.62500,119.65000
2022-03-11,132.75000,134.25000,112.09700,133.25000
2022-03-10,134.75000,138.25000,115.70760,132.75000
2022-03-09,126.00000,138.25000,115.29700,136.75000
2022-03-08,130.25000,139.50000,120.25000,125.00000
2022-03-07,121.78750,154.25000,121.78750,138.25000
2022-03-04,109.00000,125.50000,100.34000,121.78750
2022-03-03,101.75000,118.67500,96.75000,109.14600
2022-03-02,107.79350,117.75000,95.25000,103.35050
2022-03-01,101.54050,117.04650,89.39700,105.00000
2022-02-28,83.86080,110.50000,83.28000,105.29050
2022-02-25,84.32000,86.13000,80.91500,83.86080
2022-02-24,81.52450,89.99400,80.48700,84.29250
2022-02-23,78.79850,81.81500,78.44500,81.13700
2022-02-22,80.25900,80.96418,78.44200,78.59900
2022-02-21,77.94950,80.41900,76.10000,80.27100
2022-02-18,76.33510,77.56070,75.59500,77.36690
2022-02-17,75.04060,76.71560,74.79000,76.33980
2022-02-16,75.39200,75.64500,74.80850,75.01800
2022-02-15,76.49830,77.01100,75.08000,75.41800
2022-02-14,77.50660,78.17470,75.92250,76.50460
2022-02-11,74.92900,77.79000,74.77000,77.11600
2022-02-10,74.68300,75.11160,74.23460,74.92200
2022-02-09,75.00450,75.23600,74.45200,74.68590
2022-02-08,75.31710,75.75000,74.91900,74.97000
2022-02-07,76.36300,76.55500,75.22800,75.32000
2022-02-04,76.37350,76.53870,75.44000,75.44000
2022-02-03,76.28060,76.81879,75.81600,76.37000
2022-02-02,76.82600,76.90680,75.65250,76.40190
2022-02-01,77.31220,77.73300,76.36800,76.81740
2022-01-31,77.73580,78.20530,77.01800,77.32000
2022-01-28,77.94430,79.12600,77.34880,78.28600
2022-01-27,79.25100,79.84500,77.34000,77.86900
2022-01-26,78.63210,80.40711,78.44200,79.27520
2022-01-25,78.78610,79.34600,78.19800,78.49900
2022-01-24,77.47450,79.50280,76.93800,78.50200
2022-01-21,76.11500,78.36100,76.11500,77.74000
2022-01-20,76.18100,76.88680,75.85400,76.14080
2022-01-19,77.03120,77.14900,75.79700,76.17500
2022-01-18,76.58600,77.29700,75.50100,77.03300
2022-01-17,76.32450,76.79542,75.59430,76.69000
2022-01-14,76.40950,76.98019,75.55750,76.36511
2022-01-13,74.55600,76.68600,74.22400,76.36500
2022-01-12,74.38040,74.93800,74.19500,74.47870
2022-01-11,74.91220,75.65810,74.20100,74.39020
2022-01-10,75.44600,75.99000,74.69200,74.86520
2022-01-07,76.16180,76.51780,75.05400,75.80500
2022-01-06,76.79200,77.33000,75.98480,76.20700
2022-01-05,74.74000,76.88963,74.73500,76.66880
2022-01-04,74.43230,75.57993,74.11000,74.59100
2022-01-03,74.98600,76.73250,74.14500,74.15000
2021-12-31,74.64200,75.85170,74.23100,75.06500
2021-12-30,73.94420,75.14270,73.64100,74.68680
2021-12-29,73.58210,74.19971,73.42400,73.64000
2021-12-28,73.40300,73.87971,73.11500,73.55200
2021-12-27,73.61250,73.75390,73.05000,73.44240
2021-12-24,73.26200,73.88600,73.04700,73.61620
