timestamp,open,high,low,close
2022-05-13,156.88100,158.50200,156.64800,158.44800
2022-05-12,159.16200,159.31200,155.57000,156.59500
2022-05-11,160.60100,161.30800,158.81000,159.17300
2022-05-10,160.71000,161.51700,160.01700,160.60400
2022-05-09,161.14900,162.18300,160.13000,160.71300
2022-05-06,160.88400,161.60500,160.29000,161.11800
2022-05-05,163.14800,163.57400,160.43600,160.84800
2022-05-04,162.58900,163.22600,161.74000,163.12600
2022-05-03,162.54700,163.41500,162.33000,162.59200
2022-05-02,163.35300,163.88800,162.26000,162.54000
2022-04-29,162.98300,163.99300,162.37000,163.24900
2022-04-28,161.06000,164.25400,160.86000,162.99100
2022-04-27,159.86800,161.38800,159.48900,161.10000
2022-04-26,163.27400,163.59700,159.80900,159.91000
2022-04-25,164.90600,165.31200,162.03000,163.27100
2022-04-22,167.31700,167.59100,164.77000,164.92800
2022-04-21,167.12100,167.91600,166.94900,167.35000
2022-04-20,167.58800,168.42500,166.40000,167.12000
2022-04-19,165.33000,167.65300,165.24500,167.58000
2022-04-18,165.01100,165.41800,164.61000,165.28000
2022-04-15,164.58000,165.47600,164.45800,165.17700
2022-04-14,164.82200,164.87300,164.00000,164.53000
2022-04-13,163.01500,164.88500,162.92500,164.81900
2022-04-12,163.37400,163.62900,162.78000,163.00000
2022-04-11,161.85000,163.84800,161.72900,163.36000
2022-04-08,162.04000,162.35400,161.62000,162.03500
2022-04-07,161.73500,162.26800,161.38000,162.04000
2022-04-06,161.57000,162.27900,161.52000,161.73900
2022-04-05,161.01300,161.97200,160.48000,161.57100
2022-04-04,160.59700,161.30600,160.25000,161.02900
2022-04-01,159.83200,161.18900,159.81200,160.64800
2022-03-31,160.03300,160.88500,159.41000,159.85000
2022-03-30,160.91800,161.36700,159.03000,160.04600
2022-03-29,162.19900,162.71800,160.23000,160.91000
2022-03-28,160.84400,164.64400,160.74000,162.19900
2022-03-25,161.30300,161.49400,159.83800,161.01200
2022-03-24,159.91200,161.43600,159.56000,161.31000
2022-03-23,160.21400,161.11400,159.01000,159.92500
2022-03-22,157.27200,160.28000,157.19000,160.21300
2022-03-21,156.93500,157.50800,156.34800,157.27200
2022-03-18,155.92800,157.22400,155.83000,157.10500
2022-03-17,156.09000,156.70600,155.44000,155.93000
2022-03-16,154.22800,156.17300,154.19000,156.05000
2022-03-15,153.67000,154.69000,153.21000,154.19300
2022-03-14,152.92100,154.20200,152.85500,153.66300
2022-03-11,151.94400,153.40000,151.85400,152.82900
2022-03-10,152.56400,153.00300,151.85000,151.94400
2022-03-09,151.44400,152.78600,151.38200,152.61000
2022-03-08,151.06100,152.00800,150.95000,151.45100
2022-03-07,152.00900,152.23100,151.01000,151.06000
2022-03-04,154.08000,154.22400,151.44000,151.85700
2022-03-03,154.84300,155.23500,153.84000,154.03500
2022-03-02,153.03900,154.94700,152.79000,154.84400
2022-03-01,154.20600,154.69000,152.64000,153.03100
2022-02-28,153.33800,154.99600,153.33800,154.28300
2022-02-25,154.48400,155.18200,154.13000,154.91100
2022-02-24,155.73900,155.89100,153.35000,154.46700
2022-02-23,156.26200,156.77600,155.57600,155.72100
2022-02-22,156.02000,156.50900,155.48900,156.32000
2022-02-21,156.34600,156.74900,155.94000,155.96300
2022-02-18,156.47400,157.29100,156.17700,156.18300
2022-02-17,156.83600,157.06200,156.03000,156.49100
2022-02-16,156.47900,157.11500,156.32000,156.83600
2022-02-15,156.26200,156.82400,155.94000,156.46000
2022-02-14,156.28000,156.86100,155.28000,156.26800
2022-02-11,157.22300,157.71900,155.84000,156.40800
2022-02-10,156.29500,158.06700,156.18400,157.25000
2022-02-09,156.42000,156.86400,156.15100,156.25200
2022-02-08,155.72700,156.71900,155.44700,156.47000
2022-02-07,156.12400,156.22000,155.11000,155.75500
2022-02-04,156.26200,156.51000,155.54000,155.89100
2022-02-03,155.35100,156.50700,155.01900,156.30000
2022-02-02,155.03700,155.43700,154.78000,155.31000
2022-02-01,154.74300,155.21600,154.46000,155.05700
2022-01-31,154.39900,155.33300,154.32200,154.79000
2022-01-28,154.35000,154.96200,154.07000,154.50200
2022-01-27,154.20400,154.71900,153.79800,154.34400
2022-01-26,153.59400,154.74000,153.55400,154.32000
2022-01-25,153.64600,154.01500,153.09000,153.68400
2022-01-24,153.99200,154.49200,152.88000,153.54100
2022-01-21,155.09600,155.23300,153.88000,154.05600
2022-01-20,155.58100,156.07100,155.08700,155.10600
2022-01-19,155.75800,156.23200,155.37900,155.59200
2022-01-18,156.32100,156.90600,155.45000,155.79000
2022-01-17,156.01100,156.72000,156.00700,156.32800
2022-01-14,156.45600,156.66300,155.43000,156.09400
2022-01-13,156.98000,157.46800,156.28000,156.43000
2022-01-12,157.20000,157.70900,156.73000,157.00500
2022-01-11,156.28700,157.31300,156.16700,157.19700
2022-01-10,156.93900,157.37600,155.93000,156.29400
2022-01-07,156.63500,157.20200,156.62300,156.96400
2022-01-06,157.35200,157.47500,156.06000,156.70000
2022-01-05,157.08900,157.77500,156.55000,157.29900
2022-01-04,155.38000,157.42900,155.12700,157.09000
2022-01-03,155.67500,155.92400,154.86000,155.40000
2021-12-31,155.26500,156.01600,154.96700,155.66800
2021-12-30,154.96400,155.66700,154.83200,155.31300
2021-12-29,154.18800,155.13100,154.02000,155.05000
2021-12-28,154.32300,154.58500,153.98000,154.21500
2021-12-27,153.10600,154.47500,153.03300,154.33800
