timestamp,open,high,low,close
2022-05-12 21:00:00,16.07682,16.09203,16.06430,16.07860
2022-05-12 20:00:00,16.15533,16.15684,16.06860,16.07662
2022-05-12 19:00:00,16.12852,16.15720,16.10750,16.15533
2022-05-12 18:00:00,16.10125,16.14208,16.09120,16.12350
2022-05-12 17:00:00,16.13863,16.15460,16.08350,16.10250
2022-05-12 16:00:00,16.07791,16.15906,16.05750,16.13590
2022-05-12 15:00:00,16.15257,16.17509,16.07000,16.07770
2022-05-12 14:00:00,16.17998,16.21573,16.13750,16.15257
2022-05-12 13:00:00,16.24750,16.25270,16.14120,16.18103
2022-05-12 12:00:00,16.20014,16.26096,16.18500,16.25003
2022-05-12 11:00:00,16.24410,16.24890,16.19250,16.20013
2022-05-12 10:00:00,16.21540,16.26780,16.20870,16.24328
2022-05-12 09:00:00,16.18003,16.25080,16.16750,16.21120
2022-05-12 08:00:00,16.17260,16.23979,16.14750,16.17730
2022-05-12 07:00:00,16.23548,16.24330,16.14250,16.17397
2022-05-12 06:00:00,16.18767,16.24298,16.17000,16.23560
2022-05-12 05:00:00,16.13011,16.19050,16.12480,16.18490
2022-05-12 04:00:00,16.11556,16.13898,16.11000,16.13033
2022-05-12 03:00:00,16.07699,16.13070,16.05820,16.11593
2022-05-12 02:00:00,16.09843,16.10810,16.04590,16.07742
2022-05-12 01:00:00,16.08580,16.14740,16.07140,16.09740
2022-05-12 00:00:00,16.08550,16.11508,16.06722,16.08630
2022-05-11 23:00:00,16.08100,16.08370,16.07500,16.08250
2022-05-11 22:00:00,16.08320,16.10230,16.05930,16.07250
2022-05-11 21:00:00,16.11042,16.13188,16.07260,16.07620
2022-05-11 20:00:00,16.05701,16.11562,16.04120,16.11042
2022-05-11 19:00:00,16.12553,16.12602,16.02500,16.04850
2022-05-11 18:00:00,16.09458,16.12991,16.07620,16.12471
2022-05-11 17:00:00,16.05180,16.09907,16.03620,16.09320
2022-05-11 16:00:00,16.05827,16.07667,16.03250,16.04953
2022-05-11 15:00:00,16.03580,16.08362,16.01750,16.06078
2022-05-11 14:00:00,16.16462,16.17590,16.00000,16.03580
2022-05-11 13:00:00,16.03564,16.19000,15.99158,16.16403
2022-05-11 12:00:00,16.01123,16.04337,15.99370,16.03190
2022-05-11 11:00:00,16.00222,16.03965,15.98370,16.01113
2022-05-11 10:00:00,16.01047,16.01779,15.97750,16.01130
2022-05-11 09:00:00,16.06144,16.10147,15.99870,16.01047
2022-05-11 08:00:00,16.07220,16.07893,16.01870,16.06144
2022-05-11 07:00:00,16.07152,16.10410,16.05500,16.07190
2022-05-11 06:00:00,16.07712,16.09000,16.06570,16.07340
2022-05-11 05:00:00,16.08318,16.09660,16.07260,16.08000
2022-05-11 04:00:00,16.08560,16.09690,16.07380,16.08470
2022-05-11 03:00:00,16.07962,16.08923,16.06320,16.08380
2022-05-11 02:00:00,16.10454,16.11270,16.06963,16.08110
2022-05-11 01:00:00,16.12492,16.14750,16.09630,16.10370
2022-05-11 00:00:00,16.12260,16.13630,16.11770,16.12499
2022-05-10 23:00:00,16.13450,16.13760,16.10466,16.12490
2022-05-10 22:00:00,16.11900,16.14040,16.11710,16.13200
2022-05-10 21:00:00,16.11337,16.13718,16.10600,16.12540
2022-05-10 20:00:00,16.12832,16.13809,16.10250,16.11357
2022-05-10 19:00:00,16.09690,16.13500,16.08720,16.12883
2022-05-10 18:00:00,16.14273,16.18003,16.09110,16.09480
2022-05-10 17:00:00,16.17317,16.18230,16.12500,16.14150
2022-05-10 16:00:00,16.15322,16.19100,16.12370,16.17317
2022-05-10 15:00:00,16.08630,16.15592,16.07440,16.14260
2022-05-10 14:00:00,16.10700,16.11699,16.05750,16.08493
2022-05-10 13:00:00,16.13536,16.14109,16.08250,16.10853
2022-05-10 12:00:00,16.12220,16.15190,16.10750,16.13020
2022-05-10 11:00:00,16.11245,16.14103,16.08120,16.12198
2022-05-10 10:00:00,16.10547,16.11752,16.04620,16.11100
2022-05-10 09:00:00,16.15010,16.15656,16.09500,16.10540
2022-05-10 08:00:00,16.08430,16.15465,16.06870,16.15020
2022-05-10 07:00:00,16.11959,16.15321,16.07000,16.08380
2022-05-10 06:00:00,16.11456,16.12874,16.08750,16.12048
2022-05-10 05:00:00,16.13921,16.14260,16.09250,16.11457
2022-05-10 04:00:00,16.14530,16.16370,16.13000,16.13902
2022-05-10 03:00:00,16.20870,16.21840,16.14370,16.14560
2022-05-10 02:00:00,16.23835,16.26034,16.19750,16.21037
2022-05-10 01:00:00,16.22850,16.26484,16.21900,16.23850
2022-05-10 00:00:00,16.20810,16.23624,16.19860,16.22840
2022-05-09 23:00:00,16.21430,16.22430,16.16970,16.19400
2022-05-09 22:00:00,16.17150,16.22670,16.15250,16.21420
2022-05-09 21:00:00,16.22110,16.23910,16.20120,16.23140
2022-05-09 20:00:00,16.20283,16.24070,16.17340,16.22256
2022-05-09 19:00:00,16.20530,16.23311,16.19120,16.20170
2022-05-09 18:00:00,16.17930,16.24630,16.16120,16.20390
2022-05-09 17:00:00,16.16500,16.18390,16.07390,16.17590
2022-05-09 16:00:00,16.23726,16.24373,16.13370,16.16540
2022-05-09 15:00:00,16.23533,16.24500,16.18750,16.23663
2022-05-09 14:00:00,16.20804,16.23862,16.17620,16.23456
2022-05-09 13:00:00,16.24030,16.25140,16.16620,16.19790
2022-05-09 12:00:00,16.19502,16.27070,16.18820,16.24030
2022-05-09 11:00:00,16.15484,16.20640,16.13750,16.19633
2022-05-09 10:00:00,16.16040,16.18950,16.14370,16.15638
2022-05-09 09:00:00,16.17003,16.21090,16.15250,16.16340
2022-05-09 08:00:00,16.10740,16.17881,16.05500,16.16871
2022-05-09 07:00:00,16.15786,16.15956,16.10250,16.10390
2022-05-09 06:00:00,16.12316,16.16599,16.11420,16.15745
2022-05-09 05:00:00,16.12159,16.12680,16.11250,16.12340
2022-05-09 04:00:00,16.11668,16.12180,16.07500,16.12010
2022-05-09 03:00:00,16.11120,16.14390,16.10723,16.11501
2022-05-09 02:00:00,16.08191,16.14982,16.07840,16.10770
2022-05-09 01:00:00,16.06753,16.09662,16.06250,16.08138
2022-05-09 00:00:00,15.99730,16.07503,15.99120,16.06789
2022-05-08 23:00:00,16.00280,16.00890,16.00050,16.00220
2022-05-06 21:00:00,15.98813,16.02516,15.95625,16.01570
2022-05-06 20:00:00,16.01964,16.03412,15.97370,15.98610
2022-05-06 19:00:00,16.02430,16.04608,15.97410,16.02030
2022-05-06 18:00:00,15.95893,16.02560,15.94500,16.02200
2022-05-06 17:00:00,15.99560,15.99758,15.94370,15.95750
