timestamp,open,high,low,close
2022-05-13 18:00:00,64.63000,65.37500,64.00000,64.50000
2022-05-13 17:00:00,62.87500,65.37500,62.25000,62.25000
2022-05-13 16:00:00,64.47300,64.85000,62.87500,63.37500
2022-05-13 15:00:00,65.00000,65.37500,63.70800,64.81600
2022-05-13 14:00:00,64.75000,65.77320,63.81750,64.12500
2022-05-13 13:00:00,65.25000,66.10730,64.66700,64.66700
2022-05-13 12:00:00,64.62300,65.62500,64.32800,65.25000
2022-05-13 11:00:00,64.11300,65.12500,63.42500,64.74900
2022-05-13 10:00:00,63.47300,64.45000,63.00000,64.11200
2022-05-13 09:00:00,63.50100,63.55000,62.08350,63.55000
2022-05-13 08:00:00,63.53300,64.25000,63.00000,63.50100
2022-05-13 07:00:00,63.79750,64.62500,62.87500,63.75000
2022-05-13 06:00:00,65.08250,65.08250,63.62500,63.81000
2022-05-13 05:00:00,64.50000,65.00000,64.50000,64.50000
2022-05-13 04:00:00,65.12500,65.12500,65.12500,65.12500
2022-05-13 03:00:00,65.12500,65.12500,65.12500,65.12500
2022-05-13 02:00:00,65.12500,65.12500,65.12500,65.12500
2022-05-13 01:00:00,65.12500,65.12500,65.12500,65.12500
2022-05-13 00:00:00,65.11380,65.11380,65.11380,65.11380
2022-05-12 23:00:00,65.07500,65.12110,64.87500,65.11380
2022-05-12 22:00:00,64.00000,64.74700,64.00000,64.74700
2022-05-12 21:00:00,64.50000,64.50000,64.50000,64.50000
2022-05-12 20:00:00,64.50000,64.50000,64.50000,64.50000
2022-05-12 19:00:00,64.50000,64.50000,64.50000,64.50000
2022-05-12 18:00:00,64.50000,64.50000,64.50000,64.50000
2022-05-12 17:00:00,64.25000,65.00000,63.75000,64.50000
2022-05-12 16:00:00,64.75100,65.12300,63.75000,64.50000
2022-05-12 15:00:00,63.72500,64.85000,63.22450,64.75100
2022-05-12 14:00:00,64.77900,64.95500,63.00000,63.10000
2022-05-12 13:00:00,64.25300,65.25000,64.25000,64.95500
2022-05-12 12:00:00,64.87500,65.42300,64.03200,64.03300
2022-05-12 11:00:00,64.67500,65.74900,64.50000,65.42200
2022-05-12 10:00:00,64.74900,65.62400,63.99750,65.24900
2022-05-12 09:00:00,65.00000,65.87400,63.62500,64.25000
2022-05-12 08:00:00,66.37400,66.74900,63.50000,65.49900
2022-05-12 07:00:00,63.75000,66.74900,63.75000,65.87500
2022-05-12 06:00:00,66.00050,67.00000,65.75000,65.75000
2022-05-12 05:00:00,66.00000,66.00000,66.00000,66.00000
2022-05-12 04:00:00,66.00000,66.00000,66.00000,66.00000
2022-05-12 03:00:00,66.00000,66.00000,66.00000,66.00000
2022-05-12 02:00:00,66.00000,66.00000,66.00000,66.00000
2022-05-12 01:00:00,66.00000,66.00000,66.00000,66.00000
2022-05-12 00:00:00,66.00000,66.00000,66.00000,66.00000
2022-05-11 23:00:00,66.73790,66.73790,66.00000,66.00000
2022-05-11 22:00:00,66.00000,66.73970,66.00000,66.73340
2022-05-11 21:00:00,67.00000,67.00000,67.00000,67.00000
2022-05-11 20:00:00,67.00000,67.00000,67.00000,67.00000
2022-05-11 19:00:00,67.00000,67.00000,67.00000,67.00000
2022-05-11 18:00:00,66.50000,67.74900,66.50000,67.00000
2022-05-11 17:00:00,65.75000,66.75000,65.25000,66.75000
2022-05-11 16:00:00,66.00000,67.99900,65.75000,66.50000
2022-05-11 15:00:00,66.99900,66.99900,65.25000,66.68700
2022-05-11 14:00:00,68.55500,69.11480,66.25000,66.30000
2022-05-11 13:00:00,68.15200,69.31080,67.65000,68.29300
2022-05-11 12:00:00,68.60000,68.79900,65.65000,68.40000
2022-05-11 11:00:00,67.98100,68.70000,67.45000,68.70000
2022-05-11 10:00:00,68.47300,68.72500,67.37500,67.42500
