timestamp,open,high,low,close
2022-05-12 21:00:00,1.00420,1.00434,1.00280,1.00322
2022-05-12 20:00:00,1.00448,1.00460,1.00320,1.00415
2022-05-12 19:00:00,1.00395,1.00473,1.00300,1.00430
2022-05-12 18:00:00,1.00366,1.00492,1.00290,1.00393
2022-05-12 17:00:00,1.00045,1.00374,0.99930,1.00366
2022-05-12 16:00:00,0.99830,1.00052,0.99710,1.00042
2022-05-12 15:00:00,0.99988,1.00017,0.99790,0.99845
2022-05-12 14:00:00,0.99674,0.99999,0.99550,0.99986
2022-05-12 13:00:00,0.99718,0.99760,0.99420,0.99674
2022-05-12 12:00:00,0.99626,0.99744,0.99500,0.99712
2022-05-12 11:00:00,0.99572,0.99668,0.99460,0.99620
2022-05-12 10:00:00,0.99648,0.99698,0.99490,0.99572
2022-05-12 09:00:00,0.99551,0.99660,0.99450,0.99646
2022-05-12 08:00:00,0.99400,0.99686,0.99350,0.99557
2022-05-12 07:00:00,0.99587,0.99670,0.99260,0.99409
2022-05-12 06:00:00,0.99587,0.99663,0.99510,0.99590
2022-05-12 05:00:00,0.99510,0.99590,0.99440,0.99579
2022-05-12 04:00:00,0.99508,0.99530,0.99410,0.99524
2022-05-12 03:00:00,0.99410,0.99538,0.99330,0.99500
2022-05-12 02:00:00,0.99415,0.99471,0.99330,0.99403
2022-05-12 01:00:00,0.99456,0.99515,0.99260,0.99413
2022-05-12 00:00:00,0.99405,0.99460,0.99360,0.99453
2022-05-11 23:00:00,0.99367,0.99480,0.99307,0.99403
2022-05-11 22:00:00,0.99401,0.99450,0.99250,0.99322
2022-05-11 21:00:00,0.99419,0.99452,0.99340,0.99387
2022-05-11 20:00:00,0.99295,0.99440,0.99260,0.99419
2022-05-11 19:00:00,0.99315,0.99329,0.99190,0.99295
2022-05-11 18:00:00,0.99179,0.99334,0.99070,0.99314
2022-05-11 17:00:00,0.99072,0.99182,0.98990,0.99181
2022-05-11 16:00:00,0.99076,0.99157,0.98900,0.99069
2022-05-11 15:00:00,0.98824,0.99085,0.98690,0.99077
2022-05-11 14:00:00,0.99555,0.99585,0.98710,0.98822
2022-05-11 13:00:00,0.99012,0.99620,0.98870,0.99550
2022-05-11 12:00:00,0.99026,0.99053,0.98860,0.99010
