Date,Open,High,Low,Close,Adj Close,Volume
2021-05-10,1.2167521715164185,1.217730164527893,1.2137395143508911,1.2171076536178589,1.2171076536178589,0
2021-05-11,1.214211106300354,1.2179675102233887,1.2125474214553833,1.2140932083129883,1.2140932083129883,0
2021-05-12,1.214550256729126,1.2150667905807495,1.2068113088607788,1.2144500017166138,1.2144500017166138,0
2021-05-13,1.2076857089996338,1.2106537818908691,1.205312967300415,1.2078505754470825,1.2078505754470825,0
2021-05-14,1.2080212831497192,1.2147716283798218,1.2071462869644165,1.207729458808899,1.207729458808899,0
2021-05-17,1.2147568464279175,1.2169995307922363,1.2127532958984375,1.2150373458862305,1.2150373458862305,0
2021-05-18,1.215524673461914,1.2232415676116943,1.2154065370559692,1.2156872749328613,1.2156872749328613,0
2021-05-19,1.2226433753967285,1.2247997522354126,1.2191851139068604,1.2223997116088867,1.2223997116088867,0
2021-05-20,1.217285394668579,1.2229005098342896,1.2170928716659546,1.217285394668579,1.217285394668579,0
2021-05-21,1.2227928638458252,1.2242000102996826,1.2173744440078735,1.222538709640503,1.222538709640503,0
2021-05-24,1.2181158065795898,1.2229423522949219,1.217581868171692,1.2183235883712769,1.2183235883712769,0
2021-05-25,1.2214486598968506,1.2267003059387207,1.2212398052215576,1.2214635610580444,1.2214635610580444,0
2021-05-26,1.2248897552490234,1.2265002727508545,1.2200031280517578,1.2249093055725098,1.2249093055725098,0
2021-05-27,1.2190364599227905,1.2216993570327759,1.2175670862197876,1.21925950050354,1.21925950050354,0
2021-05-28,1.2192742824554443,1.2201074361801147,1.2133419513702393,1.2193188667297363,1.2193188667297363,0
2021-05-31,1.2190067768096924,1.2233912944793701,1.2184126377105713,1.2190067768096924,1.2190067768096924,0
2021-06-01,1.223406195640564,1.2254151105880737,1.2214635610580444,1.223286509513855,1.223286509513855,0
2021-06-02,1.2218068838119507,1.2229423522949219,1.2165746688842773,1.2217769622802734,1.2217769622802734,0
2021-06-03,1.2211503982543945,1.2215979099273682,1.2120903730392456,1.220986247062683,1.220986247062683,0
2021-06-04,1.2130298614501953,1.2187690734863281,1.210551142692566,1.2133007049560547,1.2133007049560547,0
2021-06-07,1.2165746688842773,1.220199704170227,1.2145060300827026,1.2168411016464233,1.2168411016464233,0
2021-06-08,1.2189621925354004,1.219660997390747,1.2166634798049927,1.2193634510040283,1.2193634510040283,0
2021-06-09,1.2171818017959595,1.221899390220642,1.2171818017959595,1.217285394668579,1.217285394668579,0
2021-06-10,1.217730164527893,1.2192147970199585,1.2145354747772217,1.218200445175171,1.218200445175171,0
2021-06-11,1.2173150777816772,1.2195003032684326,1.2094998359680176,1.2172558307647705,1.2172558307647705,0
2021-06-14,1.2110790014266968,1.2131506204605103,1.2095261812210083,1.2110203504562378,1.2110203504562378,0
2021-06-15,1.212415099143982,1.2149192094802856,1.2102874517440796,1.212224006652832,1.212224006652832,0
2021-06-16,1.2125474214553833,1.2134994268417358,1.2110350131988525,1.2127091884613037,1.2127091884613037,0
2021-06-17,1.199184536933899,1.2007685899734497,1.19070303440094,1.1995586156845093,1.1995586156845093,0
2021-06-18,1.1913270950317383,1.1927480697631836,1.1851149797439575,1.1913414001464844,1.1913414001464844,0
2021-06-21,1.186901330947876,1.1920514106750488,1.1848762035369873,1.1873664855957031,1.1873664855957031,0
2021-06-22,1.1911568641662598,1.1917530298233032,1.1882412433624268,1.1912561655044556,1.1912561655044556,0
2021-06-23,1.1937447786331177,1.1969999074935913,1.1915826797485352,1.1936734914779663,1.1936734914779663,0
2021-06-24,1.1931607723236084,1.1956716775894165,1.191994547843933,1.1933174133300781,1.1933174133300781,0
2021-06-25,1.1927907466888428,1.1974470615386963,1.1927907466888428,1.1930327415466309,1.1930327415466309,0
2021-06-28,1.1942152976989746,1.1946003437042236,1.1904619932174683,1.1942152976989746,1.1942152976989746,0
2021-06-29,1.1930327415466309,1.1930327415466309,1.1880435943603516,1.1928904056549072,1.1928904056549072,0
2021-06-30,1.18999445438385,1.1910432577133179,1.1845815181732178,1.1901928186416626,1.1901928186416626,0
2021-07-01,1.1855363845825195,1.188399314880371,1.1838102340698242,1.1856770515441895,1.1856770515441895,0
2021-07-02,1.184707760810852,1.1860989332199097,1.1819353103637695,1.1846235990524292,1.1846235990524292,0
2021-07-05,1.1855926513671875,1.1882002353668213,1.1852006912231445,1.1856207847595215,1.1856207847595215,0
2021-07-06,1.1861495971679688,1.1896264553070068,1.1814996004104614,1.186380386352539,1.186380386352539,0
2021-07-07,1.1820330619812012,1.1841325759887695,1.1782448291778564,1.1824523210525513,1.1824523210525513,0
2021-07-08,1.179356575012207,1.186633825302124,1.1784253120422363,1.17933988571167,1.17933988571167,0
2021-07-09,1.1846938133239746,1.1874650716781616,1.1825222969055176,1.184800386428833,1.184800386428833,0
2021-07-12,1.1873664855957031,1.1882128715515137,1.183670163154602,1.187295913696289,1.187295913696289,0
2021-07-13,1.1864930391311646,1.1877895593643188,1.1793426275253296,1.186521053314209,1.186521053314209,0
2021-07-14,1.1774401664733887,1.1828006505966187,1.1772600412368774,1.1775373220443726,1.1775373220443726,0
2021-07-15,1.1833338737487793,1.1851149797439575,1.1805957555770874,1.1833338737487793,1.1833338737487793,0
2021-07-16,1.1813069581985474,1.182300090789795,1.1793996095657349,1.1811814308166504,1.1811814308166504,0
2021-07-19,1.1811535358428955,1.1823265552520752,1.176429033279419,1.1814005374908447,1.1814005374908447,0
